s	rpm	V	V	l/min	bar
Time  Spider8_1 CH=1	n CH=2	U_ster CH=3	Znacznik CH=4	Q CH=5	p CH=8
0,1763	2481,386831	5,94538927	10,01	11,96036162	95,00499554
0,1773	2481	5,945679481	10,01	11,96297476	95,02161963
0,1773	2481	5,946173723	10,01	11,96406225	95,03483321
0,1773	2481	5,946784623	10,01	11,96195404	95,0532386
0,1773	2481	5,947276024	10,01	11,95697506	95,07370634
0,1773	2481	5,947454767	10,01	11,95378964	95,08951418
0,1783	2481	5,947343497	10,01	11,95376834	95,0879756
0,1783	2481	5,947055568	10,01	11,95736819	95,05476826
0,1783	2481	5,946683497	10,01	11,96246955	94,98132987
0,1783	2481	5,946343941	10,01	11,96620931	94,87134428
0,1783	2481	5,946093339	10,01	11,96988749	94,73745146
0,1793	2481,135117	5,94601395	10,01	11,9731765	94,59430456
0,1793	2481,46648	5,946109999	10,01	11,97579815	94,45583603
0,1793	2482,021007	5,946394451	10,01	11,97726649	94,33176742
0,1793	2482,721193	5,946826107	10,01	11,97554329	94,21713886
0,1803	2483,42138	5,947200689	10,01	11,97347275	94,09778394
0,1803	2483,975906	5,947289104	10,01	11,97264495	93,96644194
0,1803	2484,30727	5,947068744	10,01	11,97377658	93,81901735
0,1803	2484,442387	5,946619329	10,01	11,97713805	93,65896135
0,1803	2484,5	5,946138536	10,01	11,9794323	93,49958752
0,1813	2484,5	5,94568738	10,01	11,98249351	93,3558533
0,1813	2484,5	5,945386059	10,01	11,98517371	93,23834008
0,1813	2484,5	5,94523197	10,01	11,98669973	93,1495986
0,1813	2484,5	5,945262213	10,01	11,98805563	93,08965035
0,1813	2484,5	5,945449016	10,01	11,98710965	93,05876697
0,1823	2484,5	5,945819249	10,01	11,98624168	93,05221534
0,1823	2484,5	5,946179378	10,01	11,98660756	93,06608991
0,1823	2484,5	5,946315302	10,01	11,9871534	93,10307291
0,1823	2484,5	5,946143577	10,01	11,98927269	93,16495051
0,1823	2484,5	5,945820755	10,01	11,98958356	93,25607345
0,1833	2484,5	5,945461129	10,01	11,98887652	93,37392655
0,1833	2484,5	5,945206682	10,01	11,9882551	93,51150063
0,1833	2484,5	5,945019974	10,01	11,98612141	93,65276001
0,1833	2484,847444	5,94489054	10,01	11,9839	93,78664479
0,1833	2485,699521	5,944799947	10,01	11,9802938	93,90236653
0,1843	2487,125447	5,944797806	10,01	11,97559745	94,00095346
0,1843	2488,925926	5,944989628	10,01	11,97319485	94,08863425
0,1843	2490,726405	5,945292891	10,01	11,97214449	94,17621475
0,1843	2492,152331	5,94547996	10,01	11,97320717	94,27505742
0,1853	2493,004408	5,945396859	10,01	11,97516262	94,39066892
0,1853	2493,351852	5,945088917	10,01	11,97551317	94,5194662
0,1853	2493,5	5,944720596	10,01	11,97662944	94,6547302
0,1853	2493,5	5,944387802	10,01	11,97721307	94,77705852
0,1853	2493,5	5,944104913	10,01	11,97574465	94,87850252
0,1863	2493,5	5,943899774	10,01	11,97232369	94,95516783
0,1863	2493,5	5,943742541	10,01	11,96588756	95,01463698
0,1863	2493,5	5,943717082	10,01	11,96080116	95,06614571
0,1863	2493,5	5,943923357	10,01	11,95954583	95,12527049
0,1863	2493,5	5,944329989	10,01	11,96136026	95,198429
0,1873	2493,5	5,944694968	10,01	11,96576774	95,28172594
0,1873	2493,5	5,944802686	10,01	11,96874014	95,35759577
0,1873	2494,021165	5,94464495	10,01	11,97140593	95,40979276
0,1873	2495,299282	5,944353005	10,01	11,97491239	95,42278844
0,1873	2497,438171	5,944050084	10,01	11,97805668	95,38928045
0,1883	2500,138889	5,943844944	10,01	11,98032913	95,31522368
0,1883	2502,839607	5,943765357	10,01	11,97918141	95,21523948
0,1883	2504,978496	5,943781648	10,01	11,97567266	95,0999746
0,1883	2506,256612	5,943941789	10,01	11,97391079	94,97693091
0,1883	2506,777778	5,944283353	10,01	11,97452803	94,85317427
0,1893	2507	5,944765187	10,01	11,97798876	94,72709654
0,1893	2507	5,945173156	10,01	11,98147933	94,59387301
0,1893	2507	5,945341291	10,01	11,98514208	94,44558297
0,1893	2507	5,945272509	10,01	11,99047603	94,27892331
0,1903	2507	5,945118192	10,01	11,99550086	94,09551983
0,1903	2507	5,944980934	10,01	11,99912543	93,90761984
0,1903	2507	5,944924665	10,01	11,99968452	93,72339154
0,1903	2507	5,944941722	10,01	11,99829612	93,55904188
0,1903	2507	5,94500251	10,01	11,9991543	93,41108036
0,1913	2507	5,94512003	10,01	12,00260981	93,27703738
0,1913	2507,521165	5,9453891	10,01	12,0076137	93,15014249
0,1913	2508,799282	5,945773418	10,01	12,01052188	93,02874339
0,1913	2510,938171	5,946114244	10,01	12,01026417	92,91979694
0,1913	2513,638889	5,94621089	10,01	12,01069614	92,83592324
0,1923	2516,339607	5,946065732	10,01	12,01228097	92,78933005
0,1923	2518,478496	5,945805667	10,01	12,01398534	92,79198365
0,1923	2519,756612	5,945550084	10,01	12,01261476	92,8363149
0,1923	2520,277778	5,945326144	10,01	12,00678469	92,91208928
0,1923	2520,5	5,945163957	10,01	12,00118457	93,00092581
0,1933	2520,5	5,94501074	10,01	11,9987707	93,08478562
0,1933	2520,5	5,944930717	10,01	12,00035298	93,15536953
0,1933	2520,5	5,945023384	10,01	12,0034916	93,21584143
0,1933	2520,5	5,945284527	10,01	12,00392777	93,27164949
0,1933	2520,5	5,945552822	10,01	12,00335664	93,33330143
0,1943	2520,5	5,945648133	10,01	12,0033518	93,40621698
0,1943	2520,5	5,945537697	10,01	12,00293762	93,48504781
0,1943	2520,5	5,945333703	10,01	12,00082931	93,55957591
0,1943	2520,5	5,945140374	10,01	11,99470327	93,6204701
0,1953	2519,94023	5,945012113	10,01	11,9874541	93,66311968
0,1953	2518,567438	5,94495718	10,01	11,98394696	93,6931489
0,1953	2516,270113	5,944934364	10,01	11,98466792	93,72174804
0,1953	2513,369342	5,945009935	10,01	11,98860932	93,76416572
0,1953	2510,46857	5,945241736	10,01	11,99138131	93,83358662
0,1963	2508,171245	5,945641511	10,01	11,99199808	93,93258395
0,1963	2506,798453	5,946005987	10,01	11,99343534	94,05814462
0,1963	2506,238683	5,946210387	10,01	11,99567284	94,1994452
0,1963	2506	5,946192287	10,01	11,99769099	94,33659082
0,1963	2506	5,946090659	10,01	11,99680752	94,45277089
0,1973	2506	5,946005588	10,01	11,99170608	94,53645333
0,1973	2506	5,945992811	10,01	11,98762809	94,58525819
0,1973	2506	5,946019937	10,01	11,9868538	94,60945653
0,1973	2506	5,946081728	10,01	11,98967285	94,61527595
0,1973	2506	5,946180949	10,01	11,99345277	94,60752603
0,1983	2506	5,946429211	10,01	11,99514815	94,58378478
0,1983	2506	5,946819249	10,01	11,99687163	94,5375002
0,1983	2506	5,947207413	10,01	11,99912561	94,46903167
0,1983	2506	5,947396859	10,01	12,00091427	94,37933822
0,1983	2506	5,947295326	10,01	12,00117321	94,27378013
0,1993	2506	5,946983539	10,01	11,9983323	94,16520246
0,1993	2506	5,94658347	10,01	11,99697135	94,06057693
0,1993	2505,305113	5,946192731	10,01	11,99933974	93,97275256
0,1993	2503,600958	5,945917939	10,01	12,00455039	93,90539224
0,2003	2500,749106	5,945786535	10,01	12,0097009	93,85752361
0,2003	2497,148148	5,945793089	10,01	12,01143142	93,82110041
0,2003	2493,54719	5,94599013	10,01	12,0121804	93,78299113
0,2003	2490,695338	5,946320755	10,01	12,01432432	93,73569359
0,2003	2488,991184	5,946697174	10,01	12,01708653	93,67311873
0,2013	2488,296296	5,94686836	10,01	12,01796367	93,59650164
0,2013	2488	5,946739758	10,01	12,01356445	93,51916849
0,2013	2488	5,946410676	10,01	12,00809872	93,45411134
0,2013	2488	5,945973878	10,01	12,00639311	93,41356437
0,2013	2488	5,945534627	10,01	12,00988434	93,40530445
0,2023	2488	5,94515764	10,01	12,01525194	93,42301408
0,2023	2488	5,944895256	10,01	12,01718581	93,45577372
0,2023	2488	5,944799482	10,01	12,01612189	93,49360663
0,2023	2488	5,944883749	10,01	12,01537004	93,5393894
0,2023	2488	5,945196908	10,01	12,01659278	93,59462836
0,2033	2488	5,945642647	10,01	12,01712205	93,67275441
0,2033	2488,115815	5,945971729	10,01	12,01166697	93,77855428
0,2033	2488,39984	5,946003109	10,01	12,00080782	93,911554
0,2033	2488,875149	5,945732398	10,01	11,99116088	94,05661492
0,2033	2489,475309	5,94533571	10,01	11,98814747	94,19814137
0,2043	2490,075468	5,944912456	10,01	11,99141925	94,32125924
0,2043	2490,550777	5,94452757	10,01	11,99476749	94,41535257
0,2043	2490,834803	5,944237322	10,01	11,99451415	94,48351554
0,2043	2490,950617	5,94407253	10,01	11,99215066	94,54028961
0,2053	2491	5,944052925	10,01	11,99166438	94,60110643
0,2053	2491	5,944249966	10,01	11,99358933	94,67825339
0,2053	2491	5,944614981	10,01	11,99441894	94,77309574
0,2053	2491	5,945024787	10,01	11,99021739	94,87844869
0,2053	2491	5,945194969	10,01	11,98296093	94,98489699
0,2063	2491	5,945063355	10,01	11,97791487	95,08132481
0,2063	2491	5,94475796	10,01	11,97782195	95,16635322
0,2063	2491	5,944393154	10,01	11,98092571	95,23679675
0,2063	2491	5,944074737	10,01	11,98294692	95,30117868
0,2063	2491	5,943894792	10,01	11,98333088	95,36154208
0,2073	2491	5,943796234	10,01	11,98451156	95,42239422
0,2073	2491	5,943808177	10,01	11,98743014	95,48075732
0,2073	2491	5,943903184	10,01	11,99023385	95,53006092
0,2073	2491	5,944151076	10,01	11,99034353	95,55652313
0,2073	2491,154419	5,944473471	10,01	11,98811446	95,5512262
0,2083	2491,53312	5,944707915	10,01	11,98811387	95,50759829
0,2083	2492,166865	5,94472718	10,01	11,99183335	95,43166623
0,2083	2492,967078	5,944577845	10,01	11,99796669	95,3325055
0,2083	2493,767291	5,944345778	10,01	12,00278363	95,22265432
0,2083	2494,401036	5,94415011	10,01	12,00512134	95,1100871
0,2093	2494,779737	5,944042488	10,01	12,00735107	94,99952422
0,2093	2494,934156	5,944069651	10,01	12,0110659	94,88700507
0,2093	2495	5,9441942	10,01	12,01422354	94,76949101
0,2093	2495	5,944454367	10,01	12,01436467	94,63648428
0,2103	2495	5,944855847	10,01	12,01154146	94,48326668
0,2103	2495	5,945395588	10,01	12,01054762	94,31039342
0,2103	2495	5,945885654	10,01	12,01413999	94,13019586
0,2103	2495	5,946122438	10,01	12,02041588	93,95939906
0,2103	2495,63698	5,946083661	10,01	12,02545691	93,8128306
0,2113	2497,199122	5,945842066	10,01	12,02779462	93,69115537
0,2113	2499,81332	5,945518166	10,01	12,02955334	93,58821459
0,2113	2503,114198	5,945201464	10,01	12,03331865	93,48843715
0,2113	2506,415076	5,945001003	10,01	12,0367701	93,38393583
0,2113	2509,029273	5,944972504	10,01	12,03495314	93,27761397
0,2123	2510,591415	5,945093539	10,01	12,02684588	93,18269346
0,2123	2511,228395	5,945424826	10,01	12,01815233	93,11716036
0,2123	2511,5	5,94590971	10,01	12,01514497	93,09402916
0,2123	2511,5	5,946361464	10,01	12,01831474	93,11529933
0,2123	2511,5	5,946579485	10,01	12,02188915	93,17424726
0,2133	2511,5	5,94642623	10,01	12,02154612	93,25308382
0,2133	2511,5	5,946017929	10,01	12,01842759	93,34243998
0,2133	2511,5	5,945466651	10,01	12,01726553	93,42831349
0,2133	2511,5	5,944905229	10,01	12,01964917	93,50546186
0,2133	2511,5	5,944487459	10,01	12,02153057	93,57643954
0,2143	2511,5	5,944292757	10,01	12,01778128	93,64454288
0,2143	2511,5	5,944356386	10,01	12,00943221	93,71400983
0,2143	2511,5	5,944683326	10,01	12,00258432	93,78416273
0,2143	2511,5	5,94522357	10,01	12,00148014	93,8492386
0,2153	2511,5	5,945817005	10,01	12,00470268	93,90758689
0,2153	2511,5	5,946267793	10,01	12,00758729	93,94658535
0,2153	2512,349307	5,946375549	10,01	12,00810708	93,96950172
0,2153	2514,432163	5,946204363	10,01	12,0089592	93,98157445
0,2153	2517,917759	5,945818416	10,01	12,01174603	93,99451211
0,2163	2522,31893	5,945342937	10,01	12,01484647	94,02024374
0,2163	2526,720101	5,944969492	10,01	12,01440986	94,0667352
0,2163	2530,205697	5,944834743	10,01	12,01020497	94,13809169
0,2163	2532,288553	5,945004583	10,01	12,006949	94,22846825
0,2163	2533,13786	5,945475213	10,01	12,00861177	94,32433892
0,2173	2533,5	5,946144314	10,01	12,01427344	94,40961403
0,2173	2533,5	5,946838316	10,01	12,01929411	94,4703977
0,2173	2533,5	5,947291946	10,01	12,02103826	94,49840075
0,2173	2533,5	5,947379394	10,01	12,02152177	94,49840891
0,2173	2533,5	5,947161411	10,01	12,02354378	94,47844834
0,2183	2533,5	5,946748764	10,01	12,02674234	94,44821986
0,2183	2533,5	5,946298478	10,01	12,02646428	94,40803716
0,2183	2533,5	5,945950189	10,01	12,02221819	94,3553728
0,2183	2533,5	5,94580149	10,01	12,0181152	94,2797514
0,2183	2533,5	5,945872809	10,01	12,01897973	94,17590188
0,2193	2532,554181	5,94617376	10,01	12,02508674	94,04292206
0,2193	2530,234637	5,946608589	10,01	12,03087516	93,89164789
0,2193	2526,35295	5,947090423	10,01	12,03383864	93,73524587
0,2193	2521,451646	5,947372205	10,01	12,03481798	93,58993697
0,2203	2516,550342	5,947347011	10,01	12,03755384	93,46960962
0,2203	2512,668655	5,947011707	10,01	12,04271987	93,37692001
0,2203	2510,349111	5,946457048	10,01	12,04376193	93,30815408
0,2203	2509,403292	5,94581206	10,01	12,03821373	93,25001868
0,2203	2509	5,945248801	10,01	12,02980963	93,18724157
0,2213	2509	5,944905228	10,01	12,02549248	93,1131616
0,2213	2509	5,944879571	10,01	12,02918221	93,02875513
0,2213	2509	5,945133147	10,01	12,03480707	92,94385224
0,2213	2509	5,945617823	10,01	12,03746805	92,87573432
0,2213	2509	5,946150339	10,01	12,03642773	92,83522031
0,2223	2509	5,946509833	10,01	12,03545093	92,82804839
0,2223	2509	5,94651418	10,01	12,03893323	92,84906682
0,2223	2509	5,946203028	10,01	12,04223116	92,88931436
0,2223	2509	5,945663825	10,01	12,03855405	92,94147301
0,2223	2508,729766	5,945033291	10,01	12,0292766	92,99801847
0,2233	2508,067039	5,944484949	10,01	12,01993113	93,05888452
0,2233	2506,957986	5,94416908	10,01	12,01813439	93,13202165
0,2233	2505,557613	5,944150109	10,01	12,02223824	93,22542308
0,2233	2503,250027	5,944415298	10,01	12,02462732	93,34528131
0,2233	2499,916104	5,944901309	10,01	12,02265369	93,48971025
0,2243	2495,530126	5,945471094	10,01	12,01819753	93,64740368
0,2243	2490,558642	5,94590258	10,01	12,01671685	93,80609072
0,2243	2485,742165	5,945994878	10,01	12,01993926	93,95006418
0,2243	2482,018914	5,945754713	10,01	12,02031285	94,07593504
0,2253	2479,794045	5,945294226	10,01	12,01521796	94,18843142
0,2253	2478,886831	5,944747295	10,01	12,00725844	94,29645432
0,2253	2478,5	5,944231336	10,01	12,00310221	94,41176855
0,2253	2478,5	5,943881711	10,01	12,00651159	94,53719223
0,2253	2478,5	5,943705811	10,01	12,011546	94,67287332
0,2263	2478,5	5,943741404	10,01	12,01281064	94,81055622
0,2263	2478,5	5,943970828	10,01	12,01047595	94,93903242
0,2263	2478,5	5,944371938	10,01	12,00798877	95,05262849
0,2263	2478,5	5,94474652	10,01	12,01000073	95,1512606
0,2263	2478,5	5,944865481	10,01	12,01274166	95,24027118
0,2273	2478,5	5,944691918	10,01	12,01056195	95,32911015
0,2273	2478,5	5,944360866	10,01	12,00440105	95,41999639
0,2273	2478,808839	5,943969862	10,01	11,99900446	95,51387234
0,2273	2479,566241	5,943670416	10,01	12,00001512	95,60124183
0,2273	2480,833731	5,943506894	10,01	12,00553407	95,66954386
0,2283	2482,434156	5,943490433	10,01	12,0092479	95,7036656
0,2283	2484,034582	5,943618192	10,01	12,01025441	95,69961429
0,2283	2485,302072	5,943908905	10,01	12,01016159	95,65885273
0,2283	2486,059474	5,944381504	10,01	12,01287435	95,59600385
0,2283	2486,368313	5,944863008	10,01	12,01777442	95,53201954
0,2293	2486,5	5,945134513	10,01	12,01717852	95,47710337
0,2293	2486,5	5,945120429	10,01	12,01054244	95,43196247
0,2293	2486,5	5,944934695	10,01	12,00213871	95,38551939
0,2293	2486,5	5,94470852	10,01	11,99941161	95,32858811
0,2303	2486,5	5,944525061	10,01	12,00425514	95,25339462
0,2303	2486,5	5,944454167	10,01	12,00990539	95,15538104
0,2303	2486,5	5,944499166	10,01	12,01331772	95,03816382
0,2303	2486,5	5,944680447	10,01	12,01466511	94,91098754
0,2303	2486,5	5,945043691	10,01	12,01677	94,77928723
0,2313	2486,5	5,945548673	10,01	12,02195477	94,66428631
0,2313	2486,905351	5,946084702	10,01	12,0237857	94,57222801
0,2313	2487,899441	5,946366987	10,01	12,02008346	94,50395108
0,2313	2489,563022	5,946321818	10,01	12,01348185	94,44450383
0,2313	2491,66358	5,946051685	10,01	12,01000036	94,38351904
0,2323	2493,764139	5,945681991	10,01	12,01398379	94,31438708
0,2323	2495,427719	5,945338589	10,01	12,01944981	94,24281064
0,2323	2496,42181	5,945074036	10,01	12,02137545	94,18033856
0,2323	2496,82716	5,944902985	10,01	12,01996412	94,14435822
0,2323	2497	5,944862239	10,01	12,01849056	94,13871271
0,2333	2497	5,944957246	10,01	12,02139207	94,1688068
0,2333	2497	5,94527713	10,01	12,02416312	94,23261516
0,2333	2497	5,945688981	10,01	12,02106005	94,32243651
0,2333	2497	5,945940351	10,01	12,01349814	94,42610226
0,2333	2497	5,945931079	10,01	12,00658776	94,53468615
0,2343	2497	5,945674026	10,01	12,00716387	94,64247498
0,2343	2497	5,945284859	10,01	12,01303175	94,74986373
0,2343	2497	5,944893154	10,01	12,01675193	94,85512571
0,2343	2497	5,944591833	10,01	12,01599574	94,95619152
0,2353	2497,694887	5,944477353	10,01	12,01261675	95,04682489
0,2353	2499,399042	5,944563666	10,01	12,01188279	95,11380312
0,2353	2502,250894	5,944879364	10,01	12,0146753	95,15155697
0,2353	2505,851852	5,945424996	10,01	12,01407571	95,15615687
0,2353	2509,45281	5,945985178	10,01	12,00899321	95,13648212
0,2363	2512,304662	5,946342797	10,01	12,00246889	95,10684971
0,2363	2514,008816	5,94635959	10,01	12,00085144	95,08316267
0,2363	2514,703704	5,946153047	10,01	12,00593015	95,08096652
0,2363	2515	5,945894489	10,01	12,01097792	95,10796091
0,2363	2515	5,945679149	10,01	12,01307753	95,15707534
0,2373	2515	5,945588954	10,01	12,01274319	95,2183458
0,2373	2515	5,945637797	10,01	12,0134504	95,27640858
0,2373	2515	5,945797437	10,01	12,01820394	95,31973162
0,2373	2515	5,946107452	10,01	12,02037043	95,33805066
0,2373	2515	5,946576206	10,01	12,01579637	95,33041324
0,2383	2515	5,947117956	10,01	12,00731963	95,30378958
0,2383	2515	5,947460156	10,01	12,00141547	95,26483064
0,2383	2515	5,947470688	10,01	12,00422132	95,22181078
0,2383	2515	5,947229055	10,01	12,01040897	95,17366367
0,2383	2515	5,946830861	10,01	12,01475395	95,11253254
0,2393	2515	5,946376693	10,01	12,01634305	95,02282269
0,2393	2515	5,945993312	10,01	12,01677172	94,90088965
0,2393	2515,463258	5,945752277	10,01	12,0205677	94,74932937
0,2393	2516,599361	5,945691225	10,01	12,02457796	94,58310123
0,2403	2518,500596	5,945817109	10,01	12,02292978	94,42132583
0,2403	2520,901235	5,946170379	10,01	12,01735837	94,27956585
0,2403	2523,301873	5,946615114	10,01	12,01210963	94,16472897
0,2403	2525,203108	5,946893014	10,01	12,01390243	94,0765768
0,2403	2526,339211	5,946878892	10,01	12,02011961	94,00936623
0,2413	2526,802469	5,94659765	10,01	12,02358283	93,95699883
0,2413	2527	5,946206645	10,01	12,02350175	93,90937314
0,2413	2527	5,945756028	10,01	12,0213887	93,86428165
0,2413	2527	5,945350296	10,01	12,02268832	93,823236
0,2413	2527	5,945066307	10,01	12,02750818	93,79303508
0,2423	2527	5,944926038	10,01	12,02785496	93,78420543
0,2423	2527	5,944994345	10,01	12,02364391	93,8015908
0,2423	2527	5,94530955	10,01	12,01751142	93,84455442
0,2423	2527	5,945724707	10,01	12,01637663	93,9019819
0,2423	2527	5,946067408	10,01	12,02206292	93,96751753
0,2433	2527	5,946082327	10,01	12,02627467	94,03510691
0,2433	2526,015576	5,945839149	10,01	12,02590368	94,10677479
0,2433	2523,601357	5,945442963	10,01	12,02191256	94,1894093
0,2433	2519,561233	5,945012483	10,01	12,019174	94,29468118
0,2433	2514,459877	5,944638167	10,01	12,02202977	94,42929875
0,2443	2509,35852	5,944368263	10,01	12,02301265	94,59284744
0,2443	2505,318396	5,944259835	10,01	12,01703485	94,77051078
0,2443	2502,904177	5,944362609	10,01	12,00639428	94,94658743
0,2443	2501,919753	5,944655793	10,01	11,99738732	95,1048079
0,2453	2501,5	5,945073497	10,01	11,99798152	95,24130245
0,2453	2501,5	5,945374213	10,01	12,00359047	95,36044543
0,2453	2501,5	5,945369326	10,01	12,00680507	95,47296085
0,2453	2501,5	5,945061886	10,01	12,00571908	95,58811026
0,2453	2501,5	5,944657801	10,01	12,00235884	95,71359017
0,2463	2501,5	5,944346687	10,01	12,00265488	95,84411903
0,2463	2501,5	5,944141548	10,01	12,00630153	95,97570256
0,2463	2501,5	5,944017095	10,01	12,00477319	96,09453648
0,2463	2501,5	5,943910344	10,01	11,99699904	96,18815445
0,2463	2501,5	5,943837548	10,01	11,98652583	96,25252221
0,2473	2500,805113	5,943864446	10,01	11,98206215	96,29119381
0,2473	2499,100958	5,94405928	10,01	11,98640759	96,31663442
0,2473	2496,249106	5,944291518	10,01	11,99228231	96,34393303
0,2473	2492,648148	5,944374213	10,01	11,99581303	96,3723615
0,2473	2489,04719	5,944233904	10,01	11,99639666	96,40136164
0,2483	2486,195338	5,944023517	10,01	11,99741131	96,41776591
0,2483	2484,491184	5,943899707	10,01	12,00244387	96,40984327
0,2483	2483,796296	5,94389466	10,01	12,00568791	96,36799579
0,2483	2483,5	5,943972599	10,01	12,00352553	96,28177484
0,2483	2483,5	5,944070287	10,01	11,99774082	96,15625675
0,2493	2483,5	5,944147696	10,01	11,993701	96,00818338
0,2493	2483,5	5,944300648	10,01	11,99699027	95,85936161
0,2493	2483,5	5,944598388	10,01	12,00271324	95,7302873
0,2493	2483,5	5,94496775	10,01	12,00654507	95,61904483
0,2503	2483,5	5,945234075	10,01	12,00809571	95,5155568
0,2503	2483,5	5,945304892	10,01	12,00941857	95,40349543
0,2503	2483,5	5,945275255	10,01	12,01402852	95,27093905
0,2503	2483,5	5,94523217	10,01	12,01794103	95,12749974
0,2503	2483,750932	5,945274791	10,01	12,01686558	94,98319866
0,2513	2484,366321	5,945318047	10,01	12,01304219	94,85289542
0,2513	2485,396156	5,94537692	10,01	12,0101613	94,74495488
0,2513	2486,696502	5,945400476	10,01	12,01416536	94,66036722
0,2513	2487,996848	5,945480896	10,01	12,02125333	94,5983456
0,2513	2489,026683	5,945696908	10,01	12,02491525	94,55065003
0,2523	2489,642073	5,94596006	10,01	12,02494764	94,50354007
0,2523	2489,893004	5,946063023	10,01	12,02362809	94,45112233
0,2523	2490	5,945979458	10,01	12,0261354	94,39018296
0,2523	2490	5,945708615	10,01	12,0304548	94,33474331
0,2523	2490	5,945480432	10,01	12,02830419	94,30021522
0,2533	2490	5,945305705	10,01	12,02103788	94,29576817
0,2533	2490	5,945199219	10,01	12,01239804	94,32521981
0,2533	2490	5,945101665	10,01	12,01030948	94,38035828
0,2533	2490	5,944976852	10,01	12,01554381	94,44644179
0,2533	2490	5,944891942	10,01	12,01969996	94,514038
0,2543	2490	5,944963639	10,01	12,0205969	94,56833764
0,2543	2490	5,945128563	10,01	12,01878466	94,60892548
0,2543	2490	5,945237958	10,01	12,01893712	94,6398361
0,2543	2490	5,945233402	10,01	12,02361347	94,67189351
0,2553	2490	5,945164157	10,01	12,02443004	94,7150068
0,2553	2490	5,945151446	10,01	12,01826857	94,76725609
0,2553	2490,193024	5,945196075	10,01	12,0082266	94,82275336
0,2553	2490,666401	5,945263482	10,01	12,00134187	94,86765342
0,2553	2491,458582	5,945290978	10,01	12,00363391	94,89103014
0,2563	2492,458848	5,945300449	10,01	12,00933274	94,89478499
0,2563	2493,459114	5,945371133	10,01	12,0135456	94,88174124
0,2563	2494,251295	5,945641378	10,01	12,01514342	94,86196906
0,2563	2494,724671	5,945994279	10,01	12,01626822	94,84653372
0,2563	2494,917695	5,946235581	10,01	12,02089825	94,83913702
0,2573	2495	5,946290439	10,01	12,02489809	94,84260552
0,2573	2495	5,946224073	10,01	12,02334425	94,84408284
0,2573	2495	5,946169744	10,01	12,01771468	94,83042856
0,2573	2495	5,946183497	10,01	12,01267867	94,78863508
0,2573	2495	5,946224375	10,01	12,01455178	94,71211293
0,2583	2495	5,946232568	10,01	12,02090307	94,60371171
0,2583	2495	5,946213001	10,01	12,0262417	94,47629444
0,2583	2495	5,946290409	10,01	12,02979345	94,3430137
0,2583	2495	5,946588689	10,01	12,03211695	94,21730134
0,2583	2495	5,946974977	10,01	12,0371855	94,10067951
0,2593	2495,463258	5,947240933	10,01	12,04216959	93,99071647
0,2593	2496,599361	5,947195433	10,01	12,04226205	93,87819136
0,2593	2498,500596	5,946919741	10,01	12,03926655	93,75831667
0,2593	2500,901235	5,946587685	10,01	12,03675371	93,63133564
0,2603	2503,301873	5,946331732	10,01	12,04002309	93,50649925
0,2603	2505,203108	5,946174063	10,01	12,04695553	93,39441078
0,2603	2506,339211	5,94603941	10,01	12,05055324	93,30444089
0,2603	2506,802469	5,945886022	10,01	12,05116735	93,23959521
0,2603	2507	5,945809882	10,01	12,05005959	93,19613475
0,2613	2507	5,945892983	10,01	12,05254881	93,16494709
0,2613	2507	5,946123212	10,01	12,05771759	93,14073588
0,2613	2507	5,946290647	10,01	12,05782617	93,11577597
0,2613	2507	5,946231196	10,01	12,05251285	93,08846564
0,2613	2507	5,945961358	10,01	12,04549582	93,06159285
0,2623	2507	5,945640374	10,01	12,04341599	93,04713776
0,2623	2507	5,945390141	10,01	12,04836361	93,05263871
0,2623	2507	5,94524793	10,01	12,05197952	93,08574465
0,2623	2507	5,945157233	10,01	12,05167114	93,14965954
0,2623	2507	5,945081728	10,01	12,04825871	93,23726489
0,2633	2507	5,945049042	10,01	12,04631575	93,34024613
0,2633	2507	5,945151446	10,01	12,04944107	93,45168136
0,2633	2507	5,945349794	10,01	12,05018281	93,57087013
0,2633	2507,791399	5,945495918	10,01	12,04357905	93,70150659
0,2633	2509,732243	5,945432622	10,01	12,03209449	93,8467072
0,2643	2512,980185	5,945213967	10,01	12,02232509	94,00833192
0,2643	2517,081276	5,94499301	10,01	12,02156309	94,17928243
0,2643	2521,182367	5,944832234	10,01	12,02546522	94,34334684
0,2643	2524,430309	5,944717518	10,01	12,02723326	94,48209043
0,2653	2526,371152	5,944611401	10,01	12,02603693	94,58199295
0,2653	2527,162551	5,944434866	10,01	12,02341129	94,63948537
0,2653	2527,5	5,944282349	10,01	12,02523619	94,66416334
0,2653	2527,5	5,944305032	10,01	12,02966461	94,67230611
0,2653	2527,5	5,94446093	10,01	12,0288164	94,67926632
0,2663	2527,5	5,944594439	10,01	12,02252289	94,70052472
0,2663	2527,5	5,944540879	10,01	12,0145056	94,74061228
0,2663	2527,5	5,944313993	10,01	12,01216416	94,79666167
0,2663	2527,036742	5,944072228	10,01	12,01722753	94,86358759
0,2663	2525,900639	5,943918177	10,01	12,02216752	94,92405223
0,2673	2523,999404	5,943850798	10,01	12,02489706	94,96965916
0,2673	2521,598765	5,943806103	10,01	12,02522951	94,9940332
0,2673	2519,178824	5,943705405	10,01	12,02693291	95,00037002
0,2673	2517,230252	5,943675096	10,01	12,03253053	94,99912371
0,2673	2516,014931	5,943811255	10,01	12,03488333	94,99317866
