s	rpm	V	V	l/min	bar
Time  Spider8_1 CH=1	n CH=2	U_ster CH=3	Znacznik CH=4	Q CH=5	p CH=8
0,0863	2483,567039	5,943657971	10,01	11,65794428	12,66950811
0,0865	2482,457986	5,943703131	10,01	11,64888616	13,00684237
0,0867	2481,057613	5,943970326	10,01	11,63467129	13,36452862
0,0869	2479,657241	5,944362372	10,01	11,60784891	13,74176085
0,0871	2478,548187	5,944692458	10,01	11,57111239	14,14744872
0,0873	2477,88546	5,944749997	10,01	11,52941956	14,58652473
0,0873	2477,615226	5,944566735	10,01	11,48982633	15,06487418
0,0873	2477,5	5,94426656	10,01	11,45814364	15,58449973
0,0883	2477,5	5,94395879	10,01	11,43477044	16,14339449
0,0883	2477,5	5,943728457	10,01	11,4162069	16,74454896
0,0883	2477,5	5,943666334	10,01	11,39687258	17,39486325
0,0883	2477,5	5,94370243	10,01	11,37173837	18,10214063
0,0883	2477,5	5,943901678	10,01	11,33823681	18,88084697
0,0893	2477,364883	5,944294425	10,01	11,29733191	19,73241294
0,0893	2477,03352	5,944852636	10,01	11,25449144	20,66825432
0,0893	2476,478993	5,945389499	10,01	11,21574968	21,69184678
0,0893	2475,778807	5,945671281	10,01	11,18590992	22,80922965
0,0903	2474,962806	5,945654649	10,01	11,16520868	24,02260817
0,0903	2474,124253	5,945421284	10,01	11,14971953	25,33606082
0,0903	2473,317581	5,945067009	10,01	11,13252658	26,75296891
0,0903	2472,582305	5,944743914	10,01	11,10831403	28,28186824
0,0903	2471,924532	5,944572028	10,01	11,07385937	29,93146088
0,0913	2471,449223	5,944608625	10,01	11,03152467	31,71633962
0,0913	2471,165197	5,944886259	10,01	10,98691685	33,64062714
0,0913	2471,049383	5,945366919	10,01	10,94629201	35,7045814
0,0913	2471	5,946016423	10,01	10,91177239	37,90735105
0,0913	2471	5,946577477	10,01	10,88410537	40,24995362
0,0923	2471	5,946840789	10,01	10,86145845	42,72493051
0,0923	2471	5,946712225	10,01	10,84074926	45,33061088
0,0923	2471	5,94630008	10,01	10,81791129	48,06109065
0,0923	2471	5,945723608	10,01	10,78998948	50,9081031
0,0923	2471	5,94512897	10,01	10,75377743	53,86564316
0,0933	2471	5,944677273	10,01	10,71236638	56,92168441
0,0933	2471	5,944444506	10,01	10,67203826	60,06432788
0,0933	2471	5,944465978	10,01	10,63805102	63,26986055
0,0933	2470,28581	5,944759703	10,01	10,61053791	66,51504339
0,0933	2468,534318	5,945244379	10,01	10,58878213	69,78722477
0,0943	2465,603248	5,945750365	10,01	10,56959338	73,07271981
0,0943	2461,902263	5,946012845	10,01	10,5498978	76,36102922
0,0943	2457,33267	5,945949377	10,01	10,52698964	79,64685949
0,0943	2452,271406	5,94564064	10,01	10,49813982	82,91185642
0,0953	2446,955099	5,945175266	10,01	10,46155376	86,14503794
0,0953	2441,739712	5,944731336	10,01	10,42077065	89,33611197
0,0953	2436,933988	5,944420819	10,01	10,38191248	92,47848195
0,0953	2433,369173	5,944362238	10,01	10,35010004	95,5718924
0,0953	2431,238979	5,944588689	10,01	10,3282787	98,61154013
0,0963	2430,37037	5,945068345	10,01	10,31485571	101,5908592
0,0963	2430	5,945760802	10,01	10,30442708	104,5013886
0,0963	2430	5,946457645	10,01	10,29101373	107,3264987
0,0963	2430	5,946879897	10,01	10,26960099	110,0505225
0,0963	2430	5,946930577	10,01	10,23977391	112,660039
0,0973	2430	5,946708246	10,01	10,20812539	115,1390673
0,0973	2430	5,946330861	10,01	10,18594657	117,4742015
0,0973	2428,706738	5,945936106	10,01	10,18118923	119,6496648
0,0973	2425,535116	5,945677775	10,01	10,19047391	121,6500909
0,0973	2420,227503	5,945638668	10,01	10,20172589	123,4772061
0,0983	2413,52572	5,945839925	10,01	10,20144341	125,1270373
0,0983	2405,376256	5,946243744	10,01	10,18825817	126,6119237
0,0983	2396,51832	5,946819212	10,01	10,17354072	127,9435056
0,0983	2387,40534	5,94740596	10,01	10,16951244	129,1312628
0,0983	2378,610082	5,947710388	10,01	10,17915416	130,1774097
0,0993	2370,556647	5,947656657	10,01	10,19423596	131,0731059
0,0993	2364,615289	5,947293355	10,01	10,20736995	131,7950253
0,0993	2361,064966	5,946755488	10,01	10,21730478	132,3083419
0,0993	2359,617284	5,94618738	10,01	10,22767121	132,5687669
0,1003	2359	5,945733343	10,01	10,24403514	132,5486231
0,1003	2359	5,945499534	10,01	10,26633478	132,2288003
0,1003	2359	5,945492678	10,01	10,29236831	131,6238009
0,1003	2359	5,945695904	10,01	10,31973219	130,7674471
0,1003	2359	5,946105245	10,01	10,34760684	129,707784
0,1013	2359	5,946558543	10,01	10,37994185	128,5015098
0,1013	2359	5,946870699	10,01	10,41475802	127,1885311
0,1013	2359	5,946855744	10,01	10,44859867	125,794209
0,1013	2359	5,946574966	10,01	10,48080862	124,3183466
0,1013	2359	5,946072531	10,01	10,5140456	122,7582605
0,1023	2359	5,945477723	10,01	10,55036343	121,1075454
0,1023	2359	5,944977722	10,01	10,59021322	119,3647018
0,1023	2359	5,944697115	10,01	10,63362603	117,5408898
0,1023	2359	5,944680986	10,01	10,67858333	115,6532686
0,1023	2357,513713	5,944916804	10,01	10,72207343	113,7241205
0,1033	2353,868715	5,945327442	10,01	10,76383214	111,7720472
0,1033	2347,768921	5,945793355	10,01	10,8036625	109,8207793
0,1033	2340,066872	5,946076473	10,01	10,84167477	107,8895493
0,1033	2332,364824	5,946061016	10,01	10,8792413	105,9998423
0,1033	2326,26503	5,945758596	10,01	10,91772218	104,1741291
0,1043	2322,620031	5,945243043	10,01	10,95741143	102,426984
0,1043	2321,133745	5,94465262	10,01	10,99575444	100,7636362
0,1043	2320,5	5,944132313	10,01	11,03262749	99,18426967
0,1043	2320,5	5,943846819	10,01	11,06698485	97,67202798
0,1053	2320,5	5,943825509	10,01	11,09981175	96,21857684
0,1053	2320,5	5,944047205	10,01	11,13129372	94,80908477
0,1053	2320,5	5,944423623	10,01	11,16351142	93,43323688
0,1053	2320,5	5,944863841	10,01	11,19502353	92,07596536
0,1053	2320,5	5,945132041	10,01	11,22637773	90,74084818
0,1063	2320,5	5,945127656	10,01	11,25511853	89,43501089
0,1063	2320,5	5,944876419	10,01	11,28135065	88,17612365
0,1063	2320,5	5,944465278	10,01	11,30411693	86,98251734
0,1063	2320,615815	5,943988795	10,01	11,32451879	85,87689563
0,1063	2320,89984	5,943574406	10,01	11,3438018	84,86760268
0,1073	2321,375149	5,943316407	10,01	11,36357278	83,95890672
0,1073	2321,975309	5,94329898	10,01	11,38409588	83,15006582
0,1073	2322,575468	5,943505588	10,01	11,40450582	82,43954255
0,1073	2323,050777	5,943955371	10,01	11,42325418	81,81979244
0,1073	2323,334803	5,944505854	10,01	11,43907857	81,28805675
0,1083	2323,450617	5,944923388	10,01	11,45116339	80,84137273
0,1083	2323,5	5,945047065	10,01	11,46080811	80,47159534
0,1083	2323,5	5,944887993	10,01	11,46758465	80,17359151
0,1083	2323,5	5,944533756	10,01	11,4727715	79,94737574
0,1083	2323,5	5,944142884	10,01	11,47770709	79,7962813
0,1093	2323,5	5,943813064	10,01	11,48400968	79,72045681
0,1093	2323,5	5,943670549	10,01	11,49396525	79,71818521
0,1093	2323,5	5,94376171	10,01	11,5042801	79,78122332
0,1093	2323,5	5,944092032	10,01	11,51248681	79,90446375
0,1103	2323,5	5,944626385	10,01	11,51679408	80,08638884
0,1103	2323,5	5,945284623	10,01	11,51798196	80,33643489
0,1103	2323,5	5,945815131	10,01	11,52073497	80,66243282
0,1103	2323,5	5,946053288	10,01	11,52551325	81,07936329
0,1103	2323,5	5,945990861	10,01	11,52869799	81,58387615
0,1113	2323,5	5,94571551	10,01	11,5256115	82,1681577
0,1113	2325,661871	5,945334706	10,01	11,51679937	82,8093325
0,1113	2330,963687	5,944978727	10,01	11,50954904	83,48488782
0,1113	2339,836115	5,944776296	10,01	11,50907414	84,17411477
0,1113	2351,039095	5,944810052	10,01	11,514783	84,86122543
0,1123	2362,242074	5,945054431	10,01	11,51914126	85,54029172
0,1123	2371,114502	5,945499829	10,01	11,51615269	86,21022293
0,1123	2376,416318	5,946026662	10,01	11,50840011	86,86497489
0,1123	2378,578189	5,946421882	10,01	11,50343276	87,5021821
0,1123	2379,5	5,946522411	10,01	11,50596158	88,11637115
0,1133	2379,5	5,946302051	10,01	11,51187086	88,70471545
0,1133	2379,5	5,945873444	10,01	11,51359619	89,26191155
0,1133	2379,5	5,945347322	10,01	11,50972753	89,78944574
0,1133	2379,5	5,944869967	10,01	11,50491835	90,29506424
0,1133	2379,5	5,944555605	10,01	11,50572869	90,79568755
0,1143	2379,5	5,944450189	10,01	11,51200837	91,31040477
0,1143	2379,5	5,944574737	10,01	11,51562627	91,85674446
0,1143	2379,5	5,944904188	10,01	11,51143636	92,4398797
0,1143	2379,5	5,945376286	10,01	11,50208976	93,04955732
0,1153	2381,893501	5,945825738	10,01	11,49568853	93,66582951
0,1153	2387,763368	5,946022411	10,01	11,49705088	94,26147091
0,1153	2397,586413	5,945933958	10,01	11,50199162	94,81070804
0,1153	2409,989712	5,945631907	10,01	11,50319878	95,28590641
0,1153	2422,393011	5,945250137	10,01	11,49983692	95,66470731
0,1163	2432,216056	5,944916301	10,01	11,49646928	95,92880993
0,1163	2438,085923	5,944784526	10,01	11,49882685	96,07106672
0,1163	2440,479424	5,944902852	10,01	11,50672764	96,09147915
0,1163	2441,5	5,945272281	10,01	11,51493172	96,00741035
0,1163	2441,5	5,945820083	10,01	11,51801674	95,83806851
0,1173	2441,5	5,94648066	10,01	11,51730117	95,61108817
0,1173	2441,5	5,947068744	10,01	11,51704636	95,35485485
0,1173	2441,5	5,947356247	10,01	11,52025968	95,10142916
0,1173	2441,5	5,947328542	10,01	11,52563495	94,87866582
0,1173	2441,5	5,947080724	10,01	11,53068176	94,71531493
0,1183	2441,5	5,946696075	10,01	11,53602689	94,62269295
0,1183	2441,5	5,94630383	10,01	11,54279442	94,60073962
0,1183	2441,5	5,94605122	10,01	11,55039439	94,63052924
0,1183	2441,5	5,945997527	10,01	11,55832491	94,68513841
0,1183	2441,5	5,946161182	10,01	11,56315065	94,72989135
0,1193	2441,5	5,946515287	10,01	11,56610049	94,73106152
0,1193	2441,5	5,946986049	10,01	11,56992072	94,66669598
0,1193	2442,677448	5,947370197	10,01	11,57409075	94,53004844
0,1193	2445,565044	5,947471228	10,01	11,5775565	94,32441186
0,1203	2450,397348	5,947285087	10,01	11,57855175	94,05726766
0,1203	2456,498971	5,946890407	10,01	11,57989752	93,73765854
0,1203	2462,600594	5,946370972	10,01	11,58456081	93,36725756
0,1203	2467,432899	5,945871473	10,01	11,59237256	92,94443972
0,1203	2470,320495	5,945508267	10,01	11,6025026	92,46820964
0,1213	2471,497942	5,945350163	10,01	11,61083397	91,94763982
0,1213	2472	5,945423528	10,01	11,61682675	91,40300849
0,1213	2472	5,945690184	10,01	11,62262944	90,86060314
0,1213	2472	5,946112102	10,01	11,62945	90,35074257
0,1213	2472	5,946492405	10,01	11,63850021	89,90381549
0,1223	2472	5,946655691	10,01	11,64685535	89,54356716
0,1223	2472	5,946509331	10,01	11,65474893	89,27716875
0,1223	2472	5,946145489	10,01	11,66314932	89,10217485
0,1223	2472	5,945645896	10,01	11,67098853	89,00347097
0,1223	2472	5,945131812	10,01	11,67901167	88,95414286
0,1233	2472	5,944744415	10,01	11,68408775	88,93018293
0,1233	2472,019302	5,944555605	10,01	11,68722785	88,90865548
0,1233	2472,06664	5,944586813	10,01	11,69044563	88,87663383
0,1233	2472,145858	5,944840427	10,01	11,69312393	88,83092659
0,1233	2472,245885	5,945255451	10,01	11,6967161	88,76963402
0,1243	2472,345911	5,945725209	10,01	11,69933834	88,69365259
0,1243	2472,425129	5,946018063	10,01	11,70181707	88,59666874
0,1243	2472,472467	5,945994376	10,01	11,70664762	88,47543811
0,1243	2472,49177	5,94569045	10,01	11,7119206	88,3312223
0,1253	2472,5	5,945209657	10,01	11,71874505	88,17226304
0,1253	2472,5	5,944679149	10,01	11,72300186	88,01285143
0,1253	2472,5	5,944213037	10,01	11,72223261	87,8748565
0,1253	2472,5	5,943894289	10,01	11,71869893	87,77932456
0,1253	2472,5	5,943744918	10,01	11,71408108	87,74284507
0,1263	2472,5	5,943799814	10,01	11,71273481	87,77377285
0,1263	2472,5	5,944058277	10,01	11,71512558	87,86985552
0,1263	2472,5	5,944491267	10,01	11,71842531	88,0166693
0,1263	2472,5	5,944893884	10,01	11,72265415	88,20188677
0,1263	2472,5	5,945043219	10,01	11,72491572	88,40544431
0,1273	2472,094649	5,944905922	10,01	11,72691813	88,61932397
0,1273	2471,100559	5,944529541	10,01	11,73033992	88,83411628
0,1273	2469,436978	5,944047205	10,01	11,73349795	89,03948769
0,1273	2467,33642	5,94363954	10,01	11,73709344	89,22955673
0,1273	2465,235861	5,943361405	10,01	11,73884489	89,39859265
0,1283	2463,572281	5,943288874	10,01	11,73700851	89,5413164
0,1283	2462,57819	5,943428879	10,01	11,73382006	89,6554165
0,1283	2462,17284	5,943775122	10,01	11,73008769	89,74345844
0,1283	2462	5,944322091	10,01	11,72929209	89,81542177
0,1283	2462	5,944911681	10,01	11,73229233	89,88672562
0,1293	2462	5,945366314	10,01	11,73658806	89,97119879
0,1293	2462	5,945522411	10,01	11,7428555	90,08412823
0,1293	2462	5,94536046	10,01	11,74693302	90,22002251
0,1293	2462	5,945	10,01	11,74793111	90,36404575
0,1303	2462	5,944565172	10,01	11,7481135	90,49213159
0,1303	2462	5,944222603	10,01	11,74812932	90,58807209
0,1303	2462	5,944112508	10,01	11,75163814	90,644162
0,1303	2462	5,944281013	10,01	11,75720975	90,67109349
0,1303	2462,366746	5,944744246	10,01	11,76176291	90,68701882
0,1313	2463,266161	5,945401811	10,01	11,76579948	90,71506925
0,1313	2464,771305	5,946113069	10,01	11,7669584	90,76634163
0,1313	2466,671811	5,946603135	10,01	11,76882498	90,84606862
0,1313	2468,572316	5,946698777	10,01	11,77218162	90,94845688
0,1313	2470,07746	5,946402077	10,01	11,77489895	91,05813675
0,1323	2470,976875	5,945829488	10,01	11,77754977	91,15371562
0,1323	2471,343621	5,945170416	10,01	11,77711098	91,21588846
0,1323	2471,5	5,944616893	10,01	11,77562748	91,23590064
0,1323	2471,5	5,944318784	10,01	11,77597658	91,22013109
0,1323	2471,5	5,944333739	10,01	11,77816275	91,18755525
0,1333	2471,5	5,944624917	10,01	11,78387489	91,16053407
0,1333	2471,5	5,945116819	10,01	11,78926978	91,15439721
0,1333	2471,5	5,945650339	10,01	11,79352353	91,17002323
0,1333	2471,5	5,946021909	10,01	11,7976318	91,205589
0,1333	2471,5	5,946069749	10,01	11,79864884	91,24950507
0,1343	2471,5	5,945819847	10,01	11,7967074	91,29099827
0,1343	2471,5	5,945358527	10,01	11,79210595	91,31934034
0,1343	2471,5	5,944842434	10,01	11,7873735	91,33116789
0,1343	2471,5	5,944433766	10,01	11,78708992	91,32716263
0,1353	2471,5	5,944258366	10,01	11,79035905	91,31357591
0,1353	2471,5	5,944387764	10,01	11,79584835	91,29777602
0,1353	2471,847444	5,944782017	10,01	11,80037934	91,28562648
0,1353	2472,699521	5,945377621	10,01	11,8024009	91,2729056
0,1353	2474,125447	5,946038236	10,01	11,80544051	91,25667615
0,1363	2475,925926	5,946531977	10,01	11,80966254	91,2317614
0,1363	2477,726405	5,946720958	10,01	11,81417164	91,1999048
0,1363	2479,152331	5,946588046	10,01	11,81777093	91,16277118
0,1363	2480,004408	5,94620728	10,01	11,81669444	91,12802915
0,1363	2480,351852	5,945704305	10,01	11,81398288	91,10254637
0,1373	2480,5	5,945282016	10,01	11,81229602	91,09028634
0,1373	2480,5	5,945108161	10,01	11,81419141	91,09029916
0,1373	2480,5	5,945247626	10,01	11,82007898	91,09956753
0,1373	2480,5	5,945693063	10,01	11,8256544	91,1083972
0,1373	2480,5	5,946366549	10,01	11,83113657	91,11186059
0,1383	2480,5	5,947101997	10,01	11,8356397	91,10400641
0,1383	2480,5	5,947621434	10,01	11,83733232	91,08328184
0,1383	2480,5	5,947776489	10,01	11,8395162	91,04814146
0,1383	2480,5	5,947557672	10,01	11,84069188	90,99626387
0,1383	2480,5	5,947040613	10,01	11,84386012	90,92627891
0,1393	2481,156282	5,946398505	10,01	11,84889811	90,83868782
0,1393	2482,765762	5,945826513	10,01	11,853155	90,7414888
0,1393	2485,459178	5,94552021	10,01	11,85712688	90,64709226
0,1393	2488,860082	5,945507633	10,01	11,85909512	90,57042716
0,1403	2492,260987	5,945765054	10,01	11,86132731	90,52669667
0,1403	2494,954403	5,946237152	10,01	11,86561061	90,53853386
0,1403	2496,563882	5,946764316	10,01	11,86828618	90,62338414
0,1403	2497,220165	5,947154185	10,01	11,86771705	90,79265711
0,1403	2497,5	5,947255718	10,01	11,86188679	91,04564012
0,1413	2497,5	5,947029637	10,01	11,85424153	91,36912126
0,1413	2497,5	5,946543123	10,01	11,85076317	91,73059189
0,1413	2497,5	5,945872478	10,01	11,85205819	92,10155298
0,1413	2497,5	5,945230834	10,01	11,85489165	92,45414809
0,1413	2497,5	5,944821663	10,01	11,85440314	92,77707981
0,1423	2497,5	5,944721135	10,01	11,84877519	93,06554143
0,1423	2497,5	5,944946676	10,01	11,84314863	93,31979526
0,1423	2497,5	5,945399973	10,01	11,84133894	93,54010237
0,1423	2497,5	5,945915526	10,01	11,84222613	93,72549729
0,1423	2497,5	5,946263948	10,01	11,84100795	93,87336763
0,1433	2497,5	5,946306901	10,01	11,83411512	93,98560206
0,1433	2497,5	5,94606289	10,01	11,82445161	94,06709061
0,1433	2497,5	5,945643017	10,01	11,81894429	94,13351887
0,1433	2498,156282	5,94514439	10,01	11,81983119	94,20280361
0,1433	2499,765762	5,944674432	10,01	11,82608862	94,28789595
0,1443	2502,459178	5,944337215	10,01	11,83232769	94,40224042
0,1443	2505,860082	5,944200459	10,01	11,83579107	94,54809941
0,1443	2509,260987	5,944279005	10,01	11,83842625	94,71723515
0,1443	2511,954403	5,944598388	10,01	11,84077987	94,89471777
0,1453	2513,563882	5,945052689	10,01	11,84262241	95,06607457
0,1453	2514,220165	5,945457645	10,01	11,84255821	95,22036394
0,1453	2514,5	5,945590557	10,01	11,83954132	95,35056796
0,1453	2514,5	5,945393847	10,01	11,83755715	95,45734634
0,1453	2514,5	5,944973471	10,01	11,838117	95,54380393
0,1463	2514,5	5,944465145	10,01	11,84160443	95,61148874
0,1463	2514,5	5,943973375	10,01	11,84654155	95,65374512
0,1463	2514,5	5,943619366	10,01	11,8505951	95,65834082
0,1463	2513,901625	5,943452699	10,01	11,85535584	95,60513149
0,1463	2512,434158	5,943495519	10,01	11,86050956	95,48198545
0,1473	2509,978397	5,943762544	10,01	11,86503941	95,2823181
0,1473	2506,877572	5,944231801	10,01	11,8688893	95,01163634
0,1473	2503,603025	5,944795695	10,01	11,87055162	94,69022143
0,1473	2500,721225	5,945212765	10,01	11,87318605	94,34733981
0,1473	2498,540796	5,945291946	10,01	11,87757099	94,00696155
0,1483	2497,042181	5,945106846	10,01	11,8847042	93,69071017
0,1483	2495,886798	5,944737692	10,01	11,89317308	93,40413636
0,1483	2495,173835	5,944347151	10,01	11,90043551	93,14345164
0,1483	2494,747796	5,944014992	10,01	11,90700007	92,89416805
0,1483	2494,574074	5,943823264	10,01	11,91216383	92,64384362
0,1493	2494,5	5,943816909	10,01	11,9159657	92,39122609
0,1493	2494,5	5,943993512	10,01	11,91848725	92,14182842
0,1493	2494,5	5,944404017	10,01	11,91954463	91,9113064
0,1493	2494,5	5,945046835	10,01	11,92209685	91,71108676
0,1503	2494,5	5,945663419	10,01	11,92572266	91,54250865
0,1503	2494,5	5,946028265	10,01	11,93075297	91,39754851
0,1503	2494,5	5,946049404	10,01	11,93587383	91,26425142
0,1503	2494,5	5,945799076	10,01	11,94011499	91,13159163
0,1503	2494,5	5,945419645	10,01	11,9448173	91,00121626
0,1513	2494,5	5,945052594	10,01	11,94841433	90,88436048
0,1513	2493,747205	5,944837215	10,01	11,94857885	90,79716773
0,1513	2491,901038	5,94482514	10,01	11,94420111	90,75857135
0,1513	2488,811531	5,945007094	10,01	11,93564898	90,7808124
0,1513	2484,910494	5,945366919	10,01	11,92854812	90,86903035
0,1523	2481,009456	5,945903819	10,01	11,92564043	91,01945354
0,1523	2477,91995	5,946347049	10,01	11,92648945	91,21424541
0,1523	2476,073782	5,946527762	10,01	11,92782482	91,43363859
0,1523	2475,320988	5,946348015	10,01	11,92618526	91,65860145
0,1523	2475	5,94593336	10,01	11,92310508	91,87831305
0,1533	2475	5,945395995	10,01	11,92194407	92,09132719
0,1533	2475	5,94492169	10,01	11,92287273	92,29366367
0,1533	2475	5,944572028	10,01	11,9244517	92,48441236
0,1533	2475	5,944441627	10,01	11,92281982	92,65336989
0,1533	2475	5,944479058	10,01	11,91701854	92,78524667
0,1543	2475	5,944751472	10,01	11,91111401	92,87426521
0,1543	2475	5,945214837	10,01	11,90745059	92,92711473
0,1543	2475	5,945703568	10,01	11,90821795	92,96408113
0,1543	2475	5,945978919	10,01	11,91144825	93,01227988
0,1553	2475,366746	5,945963499	10,01	11,91417033	93,09746252
0,1553	2476,266161	5,945694664	10,01	11,91660066	93,23523431
0,1553	2477,771305	5,945329355	10,01	11,91801491	93,42781325
0,1553	2479,671811	5,944965145	10,01	11,91798536	93,66114693
0,1553	2481,572316	5,944730464	10,01	11,91745184	93,91791778
0,1563	2483,07746	5,944679281	10,01	11,91542119	94,17878475
0,1563	2483,976875	5,944812392	10,01	11,91482231	94,42885895
0,1563	2484,343621	5,945194398	10,01	11,91577153	94,65359815
0,1563	2484,5	5,945770908	10,01	11,91776259	94,84702257
0,1563	2484,5	5,946396224	10,01	11,92086208	95,00048734
0,1573	2484,5	5,94679061	10,01	11,92284292	95,11048361
0,1573	2484,5	5,946863435	10,01	11,92468243	95,17189092
0,1573	2484,5	5,946694664	10,01	11,92696947	95,18201591
0,1573	2484,5	5,946377195	10,01	11,92818881	95,13660357
0,1573	2484,5	5,94605928	10,01	11,92916662	95,03524731
0,1583	2484,5	5,945855685	10,01	11,92821561	94,87581354
0,1583	2484,5	5,945801452	10,01	11,92724735	94,67031619
0,1583	2484,5	5,945927876	10,01	11,92860969	94,43418946
0,1583	2484,5	5,946235011	10,01	11,9321675	94,19593195
0,1583	2484,5	5,946735646	10,01	11,93857949	93,98248667
0,1593	2484,5	5,947254751	10,01	11,94501308	93,80606773
0,1593	2484,5	5,947534989	10,01	11,95056289	93,67068874
0,1593	2484,789536	5,947506451	10,01	11,95548674	93,56308642
0,1593	2485,499601	5,947165796	10,01	11,95752242	93,46766227
0,1603	2486,687873	5,94666804	10,01	11,95775483	93,37293424
0,1603	2488,188272	5,946140042	10,01	11,95565608	93,27192868
0,1603	2489,688671	5,945733343	10,01	11,95274582	93,1652866
0,1603	2490,876942	5,945519339	10,01	11,95241138	93,05833993
0,1603	2491,587007	5,945524558	10,01	11,95375727	92,9540693
0,1613	2491,876543	5,945716713	10,01	11,95752201	92,85898122
0,1613	2492	5,94606664	10,01	11,96111573	92,77256992
0,1613	2492	5,946404454	10,01	11,96343829	92,69846012
0,1613	2492	5,94660501	10,01	11,96610294	92,63641461
0,1613	2492	5,946516557	10,01	11,96741074	92,58882725
0,1623	2492	5,946223703	10,01	11,96762905	92,56020703
0,1623	2492	5,9457585	10,01	11,9661358	92,55901362
0,1623	2492	5,945226118	10,01	11,96117957	92,59213973
0,1623	2492	5,944756993	10,01	11,95587145	92,66542129
0,1623	2492	5,944462805	10,01	11,95087391	92,77973458
0,1633	2492	5,944444667	10,01	11,94737189	92,92809944
0,1633	2492,405351	5,944705678	10,01	11,94583271	93,10153844
0,1633	2493,399441	5,945180078	10,01	11,94407873	93,28697892
0,1633	2495,063022	5,945726715	10,01	11,94328275	93,47646381
0,1633	2497,16358	5,946031144	10,01	11,94316948	93,66354941
0,1643	2499,264139	5,945989991	10,01	11,94169177	93,84400205
0,1643	2500,927719	5,945647497	10,01	11,93950418	94,01699174
0,1643	2501,92181	5,945120702	10,01	11,93532222	94,17637888
0,1643	2502,32716	5,944568051	10,01	11,93104572	94,31468059
0,1653	2502,5	5,944125086	10,01	11,92964377	94,42683663
0,1653	2502,5	5,943881711	10,01	11,93029815	94,50882585
0,1653	2502,5	5,943869967	10,01	11,93346877	94,56014792
0,1653	2502,5	5,944046201	10,01	11,93690289	94,58730078
0,1653	2502,5	5,944409539	10,01	11,93920205	94,60740524
0,1663	2502,5	5,94483196	10,01	11,94189512	94,64272766
0,1663	2502,5	5,945075138	10,01	11,94397502	94,70932536
0,1663	2502,5	5,945036826	10,01	11,94462494	94,81440355
0,1663	2502,5	5,944742173	10,01	11,94358925	94,95378788
0,1663	2502,5	5,944259836	10,01	11,94057037	95,11074288
0,1673	2503,13698	5,943740069	10,01	11,93943862	95,26772256
0,1673	2504,699122	5,943273957	10,01	11,94055208	95,40605074
0,1673	2507,31332	5,942991304	10,01	11,94367221	95,50920611
0,1673	2510,614198	5,942971367	10,01	11,94728988	95,56665309
0,1673	2513,915076	5,943218086	10,01	11,94939849	95,57420973
0,1683	2516,529273	5,943749597	10,01	11,95182446	95,53598126
0,1683	2518,091415	5,944372574	10,01	11,95513222	95,46338953
0,1683	2518,728395	5,944887122	10,01	11,95692458	95,36472549
0,1683	2519	5,945074096	10,01	11,95540946	95,2435838
0,1683	2519	5,944958981	10,01	11,94966141	95,0971827
0,1693	2519	5,944684463	10,01	11,94451922	94,92781914
0,1693	2519	5,944373851	10,01	11,943484	94,73794384
0,1693	2519	5,944139502	10,01	11,94678514	94,53700953
0,1693	2519	5,944080761	10,01	11,95276126	94,33735896
0,1703	2519	5,944192191	10,01	11,95734473	94,14974655
0,1703	2519	5,944498863	10,01	11,9613223	93,98392653
0,1703	2519	5,944966945	10,01	11,96571661	93,84198249
0,1703	2519	5,945574833	10,01	11,97017295	93,72409878
0,1703	2518,44023	5,946092934	10,01	11,97326941	93,62041555
0,1713	2517,067438	5,946332057	10,01	11,97174227	93,52048749
0,1713	2514,770113	5,946305896	10,01	11,96711117	93,4213936
0,1713	2511,869342	5,946067142	10,01	11,96384221	93,32784694
0,1713	2508,96857	5,945714374	10,01	11,96322904	93,2499484
0,1713	2506,671245	5,945364749	10,01	11,96583033	93,20026662
0,1723	2505,298453	5,945105415	10,01	11,96784728	93,18248436
0,1723	2504,738683	5,9449715	10,01	11,96842825	93,19446033
0,1723	2504,5	5,94502489	10,01	11,96948211	93,23070036
0,1723	2504,5	5,945310886	10,01	11,97061194	93,28439565
0,1723	2504,5	5,945754115	10,01	11,97093567	93,34991224
0,1733	2504,5	5,946125818	10,01	11,96897834	93,42545012
0,1733	2504,5	5,946204165	10,01	11,96368691	93,5140098
0,1733	2504,5	5,94595326	10,01	11,95988188	93,61924763
0,1733	2504,5	5,945475346	10,01	11,95872988	93,74622668
0,1733	2504,5	5,944923528	10,01	11,9600589	93,89420022
0,1743	2504,5	5,944473877	10,01	11,96174594	94,05334618
0,1743	2504,5	5,944215045	10,01	11,96057976	94,20593419
0,1743	2504,5	5,944176772	10,01	11,95862694	94,33862189
0,1743	2504,5	5,944379032	10,01	11,95782159	94,44087909
0,1753	2504,5	5,944795931	10,01	11,95736186	94,51636603
0,1753	2504,5	5,945376286	10,01	11,95689549	94,57012088
0,1753	2503,592786	5,945917534	10,01	11,95343137	94,61991108
0,1753	2501,367917	5,946220958	10,01	11,949097	94,67427517
0,1753	2497,644666	5,946257555	10,01	11,94708993	94,73709926
0,1763	2492,943416	5,94607972	10,01	11,94780416	94,80740813
0,1763	2488,242165	5,945786365	10,01	11,95156863	94,87769941
0,1763	2484,518914	5,945491305	10,01	11,95497226	94,93552125
0,1763	2482,294045	5,945328985	10,01	11,95733062	94,97885646
